path,status,notes
database\migrations\2025_10_31_000002_create_tasks_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_31_000001_add_slot_and_delivery_fields_to_orders.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_230100_create_data_governance_franchise_hardware_edi_gates_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_230000_create_sso_noc_finops_chaos_archive_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_220200_create_tenant_factory_carbon_soc2_slo_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_220100_create_eta_v3_and_personalization_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_220000_create_ml_forecasting_and_autoplanning_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_214017_create_growth_analytics_and_mobile_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_213915_create_email_deliverability_and_legal_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_213809_create_status_page_and_incidents_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_213704_create_helpdesk_crm_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_213559_create_i18n_v2_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_213502_create_cms_and_content_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_210807_create_oauth_and_partner_api_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_203740_create_multitenant_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_200749_create_finance_v2_loyalty_antifraud_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_200657_create_reviews_disputes_nps_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_200555_create_returns_refunds_sla_credits_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_200510_create_subscriptions_and_discounts_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_200500_create_payments_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_174328_create_geo_v2_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_171856_create_partner_portal_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_170441_add_capacity_to_schedule_slots.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_160608_create_tasks_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_160553_create_schedule_slots_table.php,PENDING_REVIEW,queued for manual review
app\Providers\TelescopeServiceProvider.php,PENDING_REVIEW,queued for manual review
app\Providers\RouteServiceProvider.php,PENDING_REVIEW,queued for manual review
app\Providers\LoggingServiceProvider.php,PENDING_REVIEW,queued for manual review
app\Providers\HorizonServiceProvider.php,PENDING_REVIEW,queued for manual review
app\Providers\FilamentServiceProvider.php,PENDING_REVIEW,queued for manual review
app\Providers\FilamentCompatibilityServiceProvider.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_28_155827_add_catalog_fields_to_service_types_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_27_200844_create_payment_settings_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_27_022259_create_push_subscriptions_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_27_012208_create_employees_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_232452_create_retail_stores_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_232450_create_restaurants_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_232449_create_partners_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_232448_create_service_categories_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_224140_create_geo_zones_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_223835_create_user_roles_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_223809_create_order_items_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_223808_create_pricing_rules_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_223808_create_orders_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_223807_create_service_types_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_223807_create_roles_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_10_26_223805_add_fields_to_users_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_06_06_000005_add_meter_event_name_to_subscription_items_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_06_06_000004_add_meter_id_to_subscription_items_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_01_01_000000_create_support_tickets_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2024_01_01_000001_create_agency_agents_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2022_12_14_083707_create_settings_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2019_12_14_000001_create_personal_access_tokens_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2019_08_19_000000_create_failed_jobs_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2019_05_03_000003_create_subscription_items_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2019_05_03_000001_create_customer_columns.php,PENDING_REVIEW,queued for manual review
database\migrations\2018_08_08_100000_create_telescope_entries_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2016_12_08_000000_create_notifications_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2014_10_12_100000_create_password_reset_tokens_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2014_10_12_000000_create_users_table.php,PENDING_REVIEW,queued for manual review
database\migrations\0000_00_00_000000_create_websockets_statistics_entries_table.php,PENDING_REVIEW,queued for manual review
tests\Feature\Policies\DeliveryOrderPolicyTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Phase1CanonicalCoreTest.php,PENDING_REVIEW,queued for manual review
app\Providers\EventServiceProvider.php,PENDING_REVIEW,queued for manual review
app\Providers\BroadcastServiceProvider.php,PENDING_REVIEW,queued for manual review
app\Providers\AuthServiceProvider.php,PENDING_REVIEW,queued for manual review
app\Providers\AppServiceProvider.php,PENDING_REVIEW,queued for manual review
tests\Feature\Payments\StripeGateTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\OrderPlacedEventTest.php,PENDING_REVIEW,queued for manual review
database\factories\VisitReportFactory.php,PENDING_REVIEW,queued for manual review
database\factories\VehicleInspectionPresetFactory.php,PENDING_REVIEW,queued for manual review
database\factories\UserFactory.php,PENDING_REVIEW,queued for manual review
database\factories\TrustedContactFactory.php,PENDING_REVIEW,queued for manual review
database\factories\TrafficIncidentFactory.php,PENDING_REVIEW,queued for manual review
database\factories\TaskFactory.php,PENDING_REVIEW,queued for manual review
database\factories\StoreFactory.php,PENDING_REVIEW,queued for manual review
database\factories\SocialHelperProfileFactory.php,PENDING_REVIEW,queued for manual review
database\factories\ScheduleSlotFactory.php,PENDING_REVIEW,queued for manual review
database\factories\RoadsidePresetFactory.php,PENDING_REVIEW,queued for manual review
database\factories\RoadHelperProfileFactory.php,PENDING_REVIEW,queued for manual review
database\factories\RepairStageFactory.php,PENDING_REVIEW,queued for manual review
database\factories\RepairProjectFactory.php,PENDING_REVIEW,queued for manual review
database\factories\ProductFactory.php,PENDING_REVIEW,queued for manual review
database\factories\PaymentTransactionFactory.php,PENDING_REVIEW,queued for manual review
database\factories\PartnerFactory.php,PENDING_REVIEW,queued for manual review
database\factories\OrderFactory.php,PENDING_REVIEW,queued for manual review
database\factories\NotificationFeedFactory.php,PENDING_REVIEW,queued for manual review
database\factories\HandymanServiceFactory.php,PENDING_REVIEW,queued for manual review
database\factories\HandymanOrderDetailsFactory.php,PENDING_REVIEW,queued for manual review
database\factories\HandymanAssignmentFactory.php,PENDING_REVIEW,queued for manual review
database\factories\GeoZoneFactory.php,PENDING_REVIEW,queued for manual review
database\factories\ExecutorProfileFactory.php,PENDING_REVIEW,queued for manual review
database\factories\ErrandTaskFactory.php,PENDING_REVIEW,queued for manual review
database\factories\ErrandOrderDetailsFactory.php,PENDING_REVIEW,queued for manual review
database\factories\EmployeeFactory.php,PENDING_REVIEW,queued for manual review
database\factories\DeliveryOrderFactory.php,PENDING_REVIEW,queued for manual review
app\Presenters\OrderPresenter.php,PENDING_REVIEW,queued for manual review
app\Policies\WorkSpecificationPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\VehicleInspectionRequestPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\VehicleInspectionPresetPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\TaskPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\ServiceJobPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\SavedOpsFilterPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\RoadsidePresetPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\RoadsidePartnerPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\RoadsideEmergencyPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\RoadHelperProfilePolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\OrderPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\OperationExceptionPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\ExecutorShiftPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\ExecutorPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\ExecutorBreakPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\DispatchRuleSetPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\DeliveryOrderPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\ClaimPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\AssignmentPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\AgentStepPolicy.php,PENDING_REVIEW,queued for manual review
app\Policies\AgentRunPolicy.php,PENDING_REVIEW,queued for manual review
database\factories\ClientProfileFactory.php,PENDING_REVIEW,queued for manual review
database\factories\ClaimFactory.php,PENDING_REVIEW,queued for manual review
database\factories\CareServiceFactory.php,PENDING_REVIEW,queued for manual review
database\factories\CareOrderDetailsFactory.php,PENDING_REVIEW,queued for manual review
database\database.sqlite,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Workbench\ManualReassignIdempotencyTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Workbench\ManualDispatchIdempotencyTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Workbench\ExceptionResolveIdempotencyTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Workbench\ExceptionAcknowledgeIdempotencyTest.php,PENDING_REVIEW,queued for manual review
app\Observers\WorkSpecificationObserver.php,PENDING_REVIEW,queued for manual review
app\Observers\RoadsideEmergencyObserver.php,PENDING_REVIEW,queued for manual review
app\Observers\PayoutObserver.php,PENDING_REVIEW,queued for manual review
app\Observers\OrderObserver.php,PENDING_REVIEW,queued for manual review
app\Observers\MovingOrderObserver.php,PENDING_REVIEW,queued for manual review
app\Observers\ModelObserver.php,PENDING_REVIEW,queued for manual review
app\Observers\ClaimObserver.php,PENDING_REVIEW,queued for manual review
app\Observers\ApiKeyObserver.php,PENDING_REVIEW,queued for manual review
app\Observers\AdminIpRuleObserver.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Support\OpsDispatchTestSupport.php,PENDING_REVIEW,queued for manual review
resources\views\emails\order-created.blade.php,PENDING_REVIEW,queued for manual review
app\Notifications\WorkSpecAssigned.php,PENDING_REVIEW,queued for manual review
app\Notifications\WorkSpecApproved.php,PENDING_REVIEW,queued for manual review
app\Notifications\WorkSpecAcknowledged.php,PENDING_REVIEW,queued for manual review
app\Notifications\WorkerPayoutStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Notifications\WorkerPayoutRequested.php,PENDING_REVIEW,queued for manual review
resources\views\eco-disposal\index.blade.php,PENDING_REVIEW,queued for manual review
resources\views\eco-disposal\certificate.blade.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Dispatch\RuntimeRulesOverrideTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Dispatch\RoadsideNoCapableExecutorTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Dispatch\RoadsideEmergencyFastLaneTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Dispatch\MovingTeamEtaAggregationTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Dispatch\HandymanCapacityMismatchTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Dispatch\DeliveryTimeWindowTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Dispatch\DeliveryShiftEligibilityTest.php,PENDING_REVIEW,queued for manual review
app\Notifications\SocialCare\VisitReportForTrustedContactNotification.php,PENDING_REVIEW,queued for manual review
app\Notifications\SocialCare\SocialCareEmergencyNotification.php,PENDING_REVIEW,queued for manual review
app\Notifications\SocialCare\OrderAssignedToHelperNotification.php,PENDING_REVIEW,queued for manual review
app\Notifications\SocialCare\CarePlanCreatedNotification.php,PENDING_REVIEW,queued for manual review
app\Notifications\SocialCare\CareOrderStatusChangedNotification.php,PENDING_REVIEW,queued for manual review
app\Notifications\SocialCare\CareOrderRescheduleRequestedNotification.php,PENDING_REVIEW,queued for manual review
app\Notifications\SocialCare\CareOrderCreatedForTrustedContactNotification.php,PENDING_REVIEW,queued for manual review
app\Notifications\SocialCare\CareOrderCreatedForClientNotification.php,PENDING_REVIEW,queued for manual review
app\Notifications\RoadsideSlaBreached.php,PENDING_REVIEW,queued for manual review
app\Notifications\RoadsideNewRequestNotification.php,PENDING_REVIEW,queued for manual review
app\Notifications\RoadsideEmergencyStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Notifications\RepairUpdateForCustomer.php,PENDING_REVIEW,queued for manual review
app\Notifications\RepairProjectCreatedForManager.php,PENDING_REVIEW,queued for manual review
app\Notifications\RepairProjectCreatedForCustomer.php,PENDING_REVIEW,queued for manual review
app\Notifications\OrderCreatedNotification.php,PENDING_REVIEW,queued for manual review
app\Notifications\HandymanOrderCreatedForCustomer.php,PENDING_REVIEW,queued for manual review
app\Notifications\HandymanAssignmentUpdatedForExecutor.php,PENDING_REVIEW,queued for manual review
app\Notifications\HandymanAssignmentStatusForCustomer.php,PENDING_REVIEW,queued for manual review
app\Notifications\HandymanAssignmentNewForExecutor.php,PENDING_REVIEW,queued for manual review
app\Notifications\ClaimStatusChangedForCustomer.php,PENDING_REVIEW,queued for manual review
app\Notifications\ClaimOpenedForOperator.php,PENDING_REVIEW,queued for manual review
resources\views\debug\roadside-orders.blade.php,PENDING_REVIEW,queued for manual review
resources\views\dashboard.blade.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Api\OpsWorkbenchRoleMatrixApiTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Api\OpsWorkbenchReadEndpointsTest.php,PENDING_REVIEW,queued for manual review
resources\views\components\text-input.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\service-cards.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\service-cards-grid.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\service-card.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\secondary-button.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\responsive-nav-link.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\primary-button.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\nav-link.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\moving\photo-uploader.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\modal.blade.php,PENDING_REVIEW,queued for manual review
tests\Feature\Ops\Access\OpsControlPlaneAccessMatrixTest.php,PENDING_REVIEW,queued for manual review
app\Modules\Worker\Wallet\README.md,PENDING_REVIEW,queued for manual review
resources\views\components\layouts\public.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\input-label.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\input-error.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Worker\Support\README.md,PENDING_REVIEW,queued for manual review
resources\views\components\fast-order-form.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\dropdown.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\dropdown-link.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\delivery-tracking.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\danger-button.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\category-tile.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\button.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\auth-session-status.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\application-logo.blade.php,PENDING_REVIEW,queued for manual review
resources\views\components\account-layout.blade.php,PENDING_REVIEW,queued for manual review
tests\Feature\Notifications\RepairProjectNotificationTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Notifications\HandymanOrderNotificationTest.php,PENDING_REVIEW,queued for manual review
app\Modules\Worker\Schedule\README.md,PENDING_REVIEW,queued for manual review
resources\views\components\account\status-badge.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Worker\Orders\README.md,PENDING_REVIEW,queued for manual review
tests\Feature\Logistics\LogisticsApiRoutesTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\HomeTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\HealthTest.php,PENDING_REVIEW,queued for manual review
resources\views\classifieds\sitemap.blade.php,PENDING_REVIEW,queued for manual review
resources\views\classifieds\show.blade.php,PENDING_REVIEW,queued for manual review
resources\views\classifieds\partials\ad-card.blade.php,PENDING_REVIEW,queued for manual review
resources\views\classifieds\my-ads.blade.php,PENDING_REVIEW,queued for manual review
tests\Feature\Handyman\HandymanAssignmentServiceTest.php,PENDING_REVIEW,queued for manual review
resources\views\classifieds\livewire\user-ads-table.blade.php,PENDING_REVIEW,queued for manual review
resources\views\classifieds\index.blade.php,PENDING_REVIEW,queued for manual review
resources\views\classifieds\favorites.blade.php,PENDING_REVIEW,queued for manual review
resources\views\classifieds\edit.blade.php,PENDING_REVIEW,queued for manual review
resources\views\classifieds\create.blade.php,PENDING_REVIEW,queued for manual review
resources\views\classifieds\account-index.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\WarehouseZone.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\Warehouse.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\TrackingEvent.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\Shipment.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\ServiceType.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\PricingRule.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\Parcel.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\Inventory.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\DeliveryRoute.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\DeliveryPersonnel.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\DeliveryNotification.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\CustomerAddress.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Models\Customer.php,PENDING_REVIEW,queued for manual review
tests\Feature\FilamentEcoResourcesTest.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Livewire\WarehouseOverview.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Livewire\ShipmentStatusBadge.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Livewire\LiveTrackingMap.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Livewire\DeliveryTimeline.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Livewire\AgentActivityFeed.php,PENDING_REVIEW,queued for manual review
tests\Feature\ExampleTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\ErrandTaskModelTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\EcoDisposalModelsTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\EcoDisposalAnalyticsServiceTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\EcoCertificateServiceTest.php,PENDING_REVIEW,queued for manual review
resources\views\category\tow.blade.php,PENDING_REVIEW,queued for manual review
resources\views\category\social-help.blade.php,PENDING_REVIEW,queued for manual review
resources\views\category\personal-task.blade.php,PENDING_REVIEW,queued for manual review
resources\views\category\moving.blade.php,PENDING_REVIEW,queued for manual review
resources\views\category\handyman.blade.php,PENDING_REVIEW,queued for manual review
resources\views\category\generic.blade.php,PENDING_REVIEW,queued for manual review
resources\views\category\eco.blade.php,PENDING_REVIEW,queued for manual review
resources\views\category\delivery.blade.php,PENDING_REVIEW,queued for manual review
resources\views\catalog.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Listeners\DispatchLogisticsAgents.php,PENDING_REVIEW,queued for manual review
tests\Feature\Care\CareAccountTest.php,PENDING_REVIEW,queued for manual review
resources\views\care\order-show.blade.php,PENDING_REVIEW,queued for manual review
resources\views\care\dashboard.blade.php,PENDING_REVIEW,queued for manual review
resources\views\care\client-show.blade.php,PENDING_REVIEW,queued for manual review
resources\views\auth\verify-email.blade.php,PENDING_REVIEW,queued for manual review
resources\views\auth\two-factor-challenge.blade.php,PENDING_REVIEW,queued for manual review
resources\views\auth\reset-password.blade.php,PENDING_REVIEW,queued for manual review
resources\views\auth\register.blade.php,PENDING_REVIEW,queued for manual review
resources\views\auth\login.blade.php,PENDING_REVIEW,queued for manual review
resources\views\auth\login-options.blade.php,PENDING_REVIEW,queued for manual review
resources\views\auth\forgot-password.blade.php,PENDING_REVIEW,queued for manual review
resources\views\auth\confirm-password.blade.php,PENDING_REVIEW,queued for manual review
resources\views\app.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Http\Requests\UpdateTrackingRequest.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Http\Requests\CreateShipmentRequest.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Http\Requests\AssignRouteRequest.php,PENDING_REVIEW,queued for manual review
resources\views\admin\exception-sla-center-legacy.blade.php,PENDING_REVIEW,queued for manual review
tests\Feature\Auth\RegistrationTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Auth\PasswordUpdateTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Auth\PasswordResetTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Auth\PasswordConfirmationTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Auth\EmailVerificationTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Auth\ClientAuthTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Auth\AuthenticationTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\ApiRouteEstimateTest.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Http\Middleware\EnsureDeliveryPersonnel.php,PENDING_REVIEW,queued for manual review
resources\views\account\security\index.blade.php,PENDING_REVIEW,queued for manual review
resources\views\account\security\enable-2fa.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Http\Controllers\Web\LogisticsDashboardController.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Http\Controllers\Api\WorkerPortalController.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Http\Controllers\Api\TrackingApiController.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Http\Controllers\Api\ShipmentApiController.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Http\Controllers\Api\MapApiController.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Http\Controllers\Api\CustomerPortalController.php,PENDING_REVIEW,queued for manual review
tests\Feature\Api\V1\Helper\HelperApiTest.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Filament\Widgets\WarehouseLoadWidget.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Filament\Widgets\RevenueChartWidget.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Filament\Widgets\DeliveryStatsWidget.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Filament\Widgets\CourierLocationsWidget.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Filament\Widgets\AgentActivityWidget.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Filament\Widgets\ActiveDeliveriesMapWidget.php,PENDING_REVIEW,queued for manual review
tests\Feature\Api\Executor\ExecutorJobsApiTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Api\Delivery\TrackingControllerTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Api\AccountSocialCareApiTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Api\AccountOrdersApiTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Api\AccountNotificationsApiTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Api\AccountDashboardApiTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Api\AccountBillingApiTest.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Filament\Pages\WarehouseMapPage.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Filament\Pages\LogisticsDashboard.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Filament\Pages\LiveMapPage.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Filament\Pages\CustomerPortalPage.php,PENDING_REVIEW,queued for manual review
tests\Feature\AgentOS\AgentOsSpecLockTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\AgentOS\AgentOsContinuousLoopTest.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Events\ShipmentLifecycleChanged.php,PENDING_REVIEW,queued for manual review
app\Modules\Logistics\Events\CourierLocationUpdated.php,PENDING_REVIEW,queued for manual review
tests\Feature\Admin\RepairProjectDashboardTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Admin\Repair\RepairProjectResourceTest.php,PENDING_REVIEW,queued for manual review
resources\views\livewire\logistics\warehouse-overview.blade.php,PENDING_REVIEW,queued for manual review
resources\views\livewire\logistics\shipment-status-badge.blade.php,PENDING_REVIEW,queued for manual review
resources\views\livewire\logistics\live-tracking-map.blade.php,PENDING_REVIEW,queued for manual review
resources\views\livewire\logistics\delivery-timeline.blade.php,PENDING_REVIEW,queued for manual review
resources\views\livewire\logistics\agent-activity-feed.blade.php,PENDING_REVIEW,queued for manual review
resources\views\livewire\favorites.blade.php,PENDING_REVIEW,queued for manual review
resources\views\livewire\ad-promotion-modal.blade.php,PENDING_REVIEW,queued for manual review
resources\views\livewire\ad-form.blade.php,PENDING_REVIEW,queued for manual review
resources\views\livewire\ad-favorite-button.blade.php,PENDING_REVIEW,queued for manual review
resources\views\livewire\ad-chat.blade.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Services\MapboxGeocodingService.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Services\AIModerationService.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Services\AdPromotionService.php,PENDING_REVIEW,queued for manual review
resources\views\layouts\navigation.blade.php,PENDING_REVIEW,queued for manual review
resources\views\layouts\guest.blade.php,PENDING_REVIEW,queued for manual review
resources\views\layouts\app.blade.php,PENDING_REVIEW,queued for manual review
resources\views\home.blade.php,PENDING_REVIEW,queued for manual review
tests\Feature\Admin\ClaimResourceTest.php,PENDING_REVIEW,queued for manual review
tests\Feature\Admin\AdminPagesRegressionTest.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Routes\web.php,PENDING_REVIEW,queued for manual review
app\Modules\Classifieds\Routes\api.php,PENDING_REVIEW,queued for manual review
